name,Type,Region,Zone
N30P_PV_508359,NREL Solar,SPP,SPP
N30P_PV_508563,NREL Solar,SPP,SPP
N30P_PV_508809,NREL Solar,SPP,SPP
N30P_PV_508832,NREL Solar,SPP,SPP
N30P_PV_508841,NREL Solar,SPP,SPP
N30P_PV_509745,NREL Solar,SPP,SPP
N30P_PV_509852,NREL Solar,SPP,SPP
N30P_PV_509870,NREL Solar,SPP,SPP
N30P_PV_510380,NREL Solar,SPP,SPP
N30P_PV_510406,NREL Solar,SPP,SPP
N30P_PV_511468,NREL Solar,SPP,SPP
N30P_PV_511490,NREL Solar,SPP,SPP
N30P_PV_511541,NREL Solar,SPP,SPP
N30P_PV_514715,NREL Solar,SPP,SPP
N30P_PV_514803,NREL Solar,SPP,SPP
N30P_PV_514880,NREL Solar,SPP,SPP
N30P_PV_514881,NREL Solar,SPP,SPP
N30P_PV_514901,NREL Solar,SPP,SPP
N30P_PV_514908,NREL Solar,SPP,SPP
N30P_PV_514934,NREL Solar,SPP,SPP
N30P_PV_515045,NREL Solar,SPP,SPP
N30P_PV_515302,NREL Solar,SPP,SPP
N30P_PV_522823,NREL Solar,SPP,SPP
N30P_PV_522870,NREL Solar,SPP,SPP
N30P_PV_523095,NREL Solar,SPP,SPP
N30P_PV_523309,NREL Solar,SPP,SPP
N30P_PV_523853,NREL Solar,SPP,SPP
N30P_PV_523959,NREL Solar,SPP,SPP
N30P_PV_523977,NREL Solar,SPP,SPP
N30P_PV_524276,NREL Solar,SPP,SPP
N30P_PV_524365,NREL Solar,SPP,SPP
N30P_PV_524415,NREL Solar,SPP,SPP
N30P_PV_524623,NREL Solar,SPP,SPP
N30P_PV_524875,NREL Solar,SPP,SPP
N30P_PV_524885,NREL Solar,SPP,SPP
N30P_PV_524909,NREL Solar,SPP,SPP
N30P_PV_525830,NREL Solar,SPP,SPP
N30P_PV_526161,NREL Solar,SPP,SPP
N30P_PV_526299,NREL Solar,SPP,SPP
N30P_PV_526337,NREL Solar,SPP,SPP
N30P_PV_526435,NREL Solar,SPP,SPP
N30P_PV_526460,NREL Solar,SPP,SPP
N30P_PV_526935,NREL Solar,SPP,SPP
N30P_PV_527276,NREL Solar,SPP,SPP
N30P_PV_527483,NREL Solar,SPP,SPP
N30P_PV_527800,NREL Solar,SPP,SPP
N30P_PV_527894,NREL Solar,SPP,SPP
N30P_PV_527963,NREL Solar,SPP,SPP
N30P_PV_528095,NREL Solar,SPP,SPP
N30P_PV_528179,NREL Solar,SPP,SPP
N30P_PV_531449,NREL Solar,SPP,SPP
N30P_PV_531465,NREL Solar,SPP,SPP
N30P_PV_531469,NREL Solar,SPP,SPP
N30P_PV_532765,NREL Solar,SPP,SPP
N30P_PV_532772,NREL Solar,SPP,SPP
N30P_PV_532794,NREL Solar,SPP,SPP
N30P_PV_532796,NREL Solar,SPP,SPP
N30P_PV_532851,NREL Solar,SPP,SPP
N30P_PV_532853,NREL Solar,SPP,SPP
N30P_PV_532855,NREL Solar,SPP,SPP
N30P_PV_532861,NREL Solar,SPP,SPP
N30P_PV_541198,NREL Solar,SPP,SPP
N30P_PV_541199,NREL Solar,SPP,SPP
N30P_PV_541200,NREL Solar,SPP,SPP
N30P_PV_541201,NREL Solar,SPP,SPP
N30P_PV_542965,NREL Solar,SPP,SPP
N30P_PV_542968,NREL Solar,SPP,SPP
N30P_PV_542972,NREL Solar,SPP,SPP
N30P_PV_542977,NREL Solar,SPP,SPP
N30P_PV_542982,NREL Solar,SPP,SPP
N30P_PV_547481,NREL Solar,SPP,SPP
N30P_PV_549984,NREL Solar,SPP,SPP
N30P_PV_601005,NREL Solar,MISO,MISO
N30P_PV_601006,NREL Solar,MISO,MISO
N30P_PV_601010,NREL Solar,MISO,MISO
N30P_PV_601011,NREL Solar,MISO,MISO
N30P_PV_601014,NREL Solar,MISO,MISO
N30P_PV_601015,NREL Solar,MISO,MISO
N30P_PV_601016,NREL Solar,MISO,MISO
N30P_PV_601019,NREL Solar,MISO,MISO
N30P_PV_601020,NREL Solar,MISO,MISO
N30P_PV_601021,NREL Solar,MISO,MISO
N30P_PV_601022,NREL Solar,MISO,MISO
N30P_PV_601024,NREL Solar,MISO,MISO
N30P_PV_601026,NREL Solar,MISO,MISO
N30P_PV_601028,NREL Solar,MISO,MISO
N30P_PV_602036,NREL Solar,MISO,MISO
N30P_PV_613060,NREL Solar,MISO,MISO
N30P_PV_615327,NREL Solar,MISO,MISO
N30P_PV_615353,NREL Solar,MISO,MISO
N30P_PV_615377,NREL Solar,MISO,MISO
N30P_PV_615383,NREL Solar,MISO,MISO
N30P_PV_615390,NREL Solar,MISO,MISO
N30P_PV_619940,NREL Solar,MISO,MISO
N30P_PV_631139,NREL Solar,MISO,MISO
N30P_PV_631140,NREL Solar,MISO,MISO
N30P_PV_631142,NREL Solar,MISO,MISO
N30P_PV_635200,NREL Solar,MISO,MISO
N30P_PV_635630,NREL Solar,MISO,MISO
N30P_PV_635635,NREL Solar,MISO,MISO
N30P_PV_635680,NREL Solar,MISO,MISO
N30P_PV_635690,NREL Solar,MISO,MISO
N30P_PV_635700,NREL Solar,MISO,MISO
N30P_PV_636400,NREL Solar,MISO,MISO
N30P_PV_636420,NREL Solar,MISO,MISO
N30P_PV_636600,NREL Solar,MISO,MISO
N30P_PV_636610,NREL Solar,MISO,MISO
N30P_PV_636615,NREL Solar,MISO,MISO
N30P_PV_640093,NREL Solar,SPP,SPP
N30P_PV_640200,NREL Solar,SPP,SPP
N30P_PV_640214,NREL Solar,SPP,SPP
N30P_PV_640226,NREL Solar,SPP,SPP
N30P_PV_640252,NREL Solar,SPP,SPP
N30P_PV_640325,NREL Solar,SPP,SPP
N30P_PV_640386,NREL Solar,SPP,SPP
N30P_PV_640404,NREL Solar,SPP,SPP
N30P_PV_645454,NREL Solar,SPP,SPP
N30P_PV_645459,NREL Solar,SPP,SPP
N30P_PV_650185,NREL Solar,SPP,SPP
N30P_PV_650189,NREL Solar,SPP,SPP
N30P_PV_652484,NREL Solar,MISO,MISO
N30P_PV_652486,NREL Solar,MISO,MISO
N30P_PV_652488,NREL Solar,MISO,MISO
N30P_PV_652516,NREL Solar,MISO,MISO
N30P_PV_652523,NREL Solar,MISO,MISO
N30P_PV_652540,NREL Solar,MISO,MISO
N30P_PV_652585,NREL Solar,SPP,SPP
N30P_PV_659133,NREL Solar,SPP,SPP
N30P_PV_659265,NREL Solar,MISO,MISO
N30P_PV_698866,NREL Solar,MISO,MISO
N30P_PV_699058,NREL Solar,MISO,MISO
N30P_PV_699119,NREL Solar,MISO,MISO
N30P_PV_699176,NREL Solar,MISO,MISO
N30P_PV_699304,NREL Solar,MISO,MISO
N30P_PV_699359,NREL Solar,MISO,MISO
N30P_PV_699396,NREL Solar,MISO,MISO
N30P_PV_699547,NREL Solar,MISO,MISO
N30P_PV_699556,NREL Solar,MISO,MISO
N30P_PV_699630,NREL Solar,MISO,MISO
N30P_PV_699669,NREL Solar,MISO,MISO
N30P_PV_699676,NREL Solar,MISO,MISO
N30P_PV_699785,NREL Solar,MISO,MISO
N30P_PV_699818,NREL Solar,MISO,MISO
R30P_PV_100003,NREL Solar,ISO-NE,ISO-NE
R30P_PV_100086,NREL Solar,ISO-NE,ISO-NE
R30P_PV_100087,NREL Solar,ISO-NE,ISO-NE
R30P_PV_100088,NREL Solar,ISO-NE,ISO-NE
R30P_PV_100089,NREL Solar,ISO-NE,ISO-NE
R30P_PV_100090,NREL Solar,ISO-NE,ISO-NE
R30P_PV_100091,NREL Solar,ISO-NE,ISO-NE
R30P_PV_104059,NREL Solar,ISO-NE,ISO-NE
R30P_PV_104079,NREL Solar,ISO-NE,ISO-NE
R30P_PV_104111,NREL Solar,ISO-NE,ISO-NE
R30P_PV_104113,NREL Solar,ISO-NE,ISO-NE
R30P_PV_104119,NREL Solar,ISO-NE,ISO-NE
R30P_PV_104126,NREL Solar,ISO-NE,ISO-NE
R30P_PV_104151,NREL Solar,ISO-NE,ISO-NE
R30P_PV_104175,NREL Solar,ISO-NE,ISO-NE
R30P_PV_104195,NREL Solar,ISO-NE,ISO-NE
R30P_PV_106014,NREL Solar,ISO-NE,ISO-NE
R30P_PV_107030,NREL Solar,ISO-NE,ISO-NE
R30P_PV_110757,NREL Solar,ISO-NE,ISO-NE
R30P_PV_110781,NREL Solar,ISO-NE,ISO-NE
R30P_PV_110782,NREL Solar,ISO-NE,ISO-NE
R30P_PV_110786,NREL Solar,ISO-NE,ISO-NE
R30P_PV_110788,NREL Solar,ISO-NE,ISO-NE
R30P_PV_110789,NREL Solar,ISO-NE,ISO-NE
R30P_PV_110795,NREL Solar,ISO-NE,ISO-NE
R30P_PV_111133,NREL Solar,ISO-NE,ISO-NE
R30P_PV_113263,NREL Solar,ISO-NE,ISO-NE
R30P_PV_113264,NREL Solar,ISO-NE,ISO-NE
R30P_PV_113265,NREL Solar,ISO-NE,ISO-NE
R30P_PV_113266,NREL Solar,ISO-NE,ISO-NE
R30P_PV_113950,NREL Solar,ISO-NE,ISO-NE
R30P_PV_113951,NREL Solar,ISO-NE,ISO-NE
R30P_PV_113952,NREL Solar,ISO-NE,ISO-NE
R30P_PV_114476,NREL Solar,ISO-NE,ISO-NE
R30P_PV_114734,NREL Solar,ISO-NE,ISO-NE
R30P_PV_115446,NREL Solar,ISO-NE,ISO-NE
R30P_PV_116023,NREL Solar,ISO-NE,ISO-NE
R30P_PV_116045,NREL Solar,ISO-NE,ISO-NE
R30P_PV_116048,NREL Solar,ISO-NE,ISO-NE
R30P_PV_117001,NREL Solar,ISO-NE,ISO-NE
R30P_PV_117301,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119025,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119064,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119090,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119103,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119116,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119129,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119181,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119207,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119220,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119233,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119246,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119259,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119285,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119311,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119324,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119376,NREL Solar,ISO-NE,ISO-NE
R30P_PV_119454,NREL Solar,ISO-NE,ISO-NE
R30P_PV_125000,NREL Solar,NYISO,NYISO
R30P_PV_125001,NREL Solar,NYISO,NYISO
R30P_PV_125002,NREL Solar,NYISO,NYISO
R30P_PV_126250,NREL Solar,NYISO,NYISO
R30P_PV_126260,NREL Solar,NYISO,NYISO
R30P_PV_126267,NREL Solar,NYISO,NYISO
R30P_PV_126281,NREL Solar,NYISO,NYISO
R30P_PV_126290,NREL Solar,NYISO,NYISO
R30P_PV_126291,NREL Solar,NYISO,NYISO
R30P_PV_126292,NREL Solar,NYISO,NYISO
R30P_PV_126294,NREL Solar,NYISO,NYISO
R30P_PV_126301,NREL Solar,NYISO,NYISO
R30P_PV_126305,NREL Solar,NYISO,NYISO
R30P_PV_130751,NREL Solar,NYISO,NYISO
R30P_PV_130754,NREL Solar,NYISO,NYISO
R30P_PV_130755,NREL Solar,NYISO,NYISO
R30P_PV_130756,NREL Solar,NYISO,NYISO
R30P_PV_130757,NREL Solar,NYISO,NYISO
R30P_PV_130761,NREL Solar,NYISO,NYISO
R30P_PV_130763,NREL Solar,NYISO,NYISO
R30P_PV_130766,NREL Solar,NYISO,NYISO
R30P_PV_130772,NREL Solar,NYISO,NYISO
R30P_PV_131154,NREL Solar,NYISO,NYISO
R30P_PV_131157,NREL Solar,NYISO,NYISO
R30P_PV_135250,NREL Solar,NYISO,NYISO
R30P_PV_135418,NREL Solar,NYISO,NYISO
R30P_PV_136150,NREL Solar,NYISO,NYISO
R30P_PV_136151,NREL Solar,NYISO,NYISO
R30P_PV_136152,NREL Solar,NYISO,NYISO
R30P_PV_136153,NREL Solar,NYISO,NYISO
R30P_PV_136156,NREL Solar,NYISO,NYISO
R30P_PV_137200,NREL Solar,NYISO,NYISO
R30P_PV_137451,NREL Solar,NYISO,NYISO
R30P_PV_137452,NREL Solar,NYISO,NYISO
R30P_PV_137454,NREL Solar,NYISO,NYISO
R30P_PV_137455,NREL Solar,NYISO,NYISO
R30P_PV_137730,NREL Solar,NYISO,NYISO
R30P_PV_146750,NREL Solar,NYISO,NYISO
R30P_PV_146752,NREL Solar,PJM,PJM
R30P_PV_146754,NREL Solar,NYISO,NYISO
R30P_PV_147827,NREL Solar,NYISO,NYISO
R30P_PV_147830,NREL Solar,NYISO,NYISO
R30P_PV_147834,NREL Solar,NYISO,NYISO
R30P_PV_147843,NREL Solar,NYISO,NYISO
R30P_PV_149000,NREL Solar,NYISO,NYISO
R30P_PV_149001,NREL Solar,NYISO,NYISO
R30P_PV_200003,NREL Solar,PJM,PJM
R30P_PV_200004,NREL Solar,PJM,PJM
R30P_PV_200006,NREL Solar,PJM,PJM
R30P_PV_200007,NREL Solar,PJM,PJM
R30P_PV_200011,NREL Solar,PJM,PJM
R30P_PV_200012,NREL Solar,PJM,PJM
R30P_PV_200014,NREL Solar,PJM,PJM
R30P_PV_200015,NREL Solar,PJM,PJM
R30P_PV_200018,NREL Solar,PJM,PJM
R30P_PV_200019,NREL Solar,PJM,PJM
R30P_PV_200020,NREL Solar,PJM,PJM
R30P_PV_200021,NREL Solar,PJM,PJM
R30P_PV_200025,NREL Solar,PJM,PJM
R30P_PV_200026,NREL Solar,PJM,PJM
R30P_PV_200027,NREL Solar,PJM,PJM
R30P_PV_200029,NREL Solar,PJM,PJM
R30P_PV_200043,NREL Solar,PJM,PJM
R30P_PV_200063,NREL Solar,PJM,PJM
R30P_PV_200070,NREL Solar,PJM,PJM
R30P_PV_200500,NREL Solar,PJM,PJM
R30P_PV_200531,NREL Solar,PJM,PJM
R30P_PV_200595,NREL Solar,PJM,PJM
R30P_PV_200767,NREL Solar,PJM,PJM
R30P_PV_200807,NREL Solar,PJM,PJM
R30P_PV_200826,NREL Solar,PJM,PJM
R30P_PV_200855,NREL Solar,PJM,PJM
R30P_PV_204502,NREL Solar,PJM,PJM
R30P_PV_204506,NREL Solar,PJM,PJM
R30P_PV_204507,NREL Solar,PJM,PJM
R30P_PV_204508,NREL Solar,PJM,PJM
R30P_PV_204509,NREL Solar,PJM,PJM
R30P_PV_204515,NREL Solar,PJM,PJM
R30P_PV_204519,NREL Solar,PJM,PJM
R30P_PV_206229,NREL Solar,PJM,PJM
R30P_PV_206236,NREL Solar,PJM,PJM
R30P_PV_206240,NREL Solar,PJM,PJM
R30P_PV_206247,NREL Solar,PJM,PJM
R30P_PV_206248,NREL Solar,PJM,PJM
R30P_PV_206250,NREL Solar,PJM,PJM
R30P_PV_206255,NREL Solar,PJM,PJM
R30P_PV_206259,NREL Solar,PJM,PJM
R30P_PV_206260,NREL Solar,PJM,PJM
R30P_PV_206262,NREL Solar,PJM,PJM
R30P_PV_206264,NREL Solar,PJM,PJM
R30P_PV_206286,NREL Solar,PJM,PJM
R30P_PV_206287,NREL Solar,PJM,PJM
R30P_PV_206294,NREL Solar,PJM,PJM
R30P_PV_206297,NREL Solar,PJM,PJM
R30P_PV_206300,NREL Solar,PJM,PJM
R30P_PV_206302,NREL Solar,PJM,PJM
R30P_PV_206311,NREL Solar,PJM,PJM
R30P_PV_206316,NREL Solar,PJM,PJM
R30P_PV_206319,NREL Solar,PJM,PJM
R30P_PV_206320,NREL Solar,PJM,PJM
R30P_PV_206321,NREL Solar,PJM,PJM
R30P_PV_207918,NREL Solar,PJM,PJM
R30P_PV_207922,NREL Solar,PJM,PJM
R30P_PV_207932,NREL Solar,PJM,PJM
R30P_PV_207942,NREL Solar,PJM,PJM
R30P_PV_207948,NREL Solar,PJM,PJM
R30P_PV_207959,NREL Solar,PJM,PJM
R30P_PV_207964,NREL Solar,PJM,PJM
R30P_PV_207973,NREL Solar,PJM,PJM
R30P_PV_207999,NREL Solar,PJM,PJM
R30P_PV_208009,NREL Solar,PJM,PJM
R30P_PV_208030,NREL Solar,PJM,PJM
R30P_PV_208034,NREL Solar,PJM,PJM
R30P_PV_208037,NREL Solar,PJM,PJM
R30P_PV_208040,NREL Solar,PJM,PJM
R30P_PV_208074,NREL Solar,PJM,PJM
R30P_PV_208078,NREL Solar,PJM,PJM
R30P_PV_213436,NREL Solar,PJM,PJM
R30P_PV_213451,NREL Solar,PJM,PJM
R30P_PV_213498,NREL Solar,PJM,PJM
R30P_PV_213505,NREL Solar,PJM,PJM
R30P_PV_213519,NREL Solar,PJM,PJM
R30P_PV_213593,NREL Solar,PJM,PJM
R30P_PV_213613,NREL Solar,PJM,PJM
R30P_PV_213622,NREL Solar,PJM,PJM
R30P_PV_213647,NREL Solar,PJM,PJM
R30P_PV_213775,NREL Solar,PJM,PJM
R30P_PV_213801,NREL Solar,PJM,PJM
R30P_PV_213833,NREL Solar,PJM,PJM
R30P_PV_213965,NREL Solar,PJM,PJM
R30P_PV_213995,NREL Solar,PJM,PJM
R30P_PV_214021,NREL Solar,PJM,PJM
R30P_PV_214042,NREL Solar,PJM,PJM
R30P_PV_216915,NREL Solar,PJM,PJM
R30P_PV_216999,NREL Solar,PJM,PJM
R30P_PV_217009,NREL Solar,PJM,PJM
R30P_PV_217010,NREL Solar,PJM,PJM
R30P_PV_217013,NREL Solar,PJM,PJM
R30P_PV_217046,NREL Solar,PJM,PJM
R30P_PV_217120,NREL Solar,PJM,PJM
R30P_PV_217123,NREL Solar,PJM,PJM
R30P_PV_217149,NREL Solar,PJM,PJM
R30P_PV_218305,NREL Solar,PJM,PJM
R30P_PV_218317,NREL Solar,PJM,PJM
R30P_PV_218333,NREL Solar,PJM,PJM
R30P_PV_218430,NREL Solar,PJM,PJM
R30P_PV_219107,NREL Solar,PJM,PJM
R30P_PV_219109,NREL Solar,PJM,PJM
R30P_PV_219112,NREL Solar,PJM,PJM
R30P_PV_219121,NREL Solar,PJM,PJM
R30P_PV_219131,NREL Solar,PJM,PJM
R30P_PV_220945,NREL Solar,PJM,PJM
R30P_PV_220951,NREL Solar,PJM,PJM
R30P_PV_220957,NREL Solar,PJM,PJM
R30P_PV_220972,NREL Solar,PJM,PJM
R30P_PV_220974,NREL Solar,PJM,PJM
R30P_PV_220980,NREL Solar,PJM,PJM
R30P_PV_220981,NREL Solar,PJM,PJM
R30P_PV_223937,NREL Solar,PJM,PJM
R30P_PV_223939,NREL Solar,PJM,PJM
R30P_PV_223944,NREL Solar,PJM,PJM
R30P_PV_223955,NREL Solar,PJM,PJM
R30P_PV_223982,NREL Solar,PJM,PJM
R30P_PV_223986,NREL Solar,PJM,PJM
R30P_PV_223988,NREL Solar,PJM,PJM
R30P_PV_223992,NREL Solar,PJM,PJM
R30P_PV_224008,NREL Solar,PJM,PJM
R30P_PV_224015,NREL Solar,PJM,PJM
R30P_PV_224062,NREL Solar,PJM,PJM
R30P_PV_224600,NREL Solar,PJM,PJM
R30P_PV_224602,NREL Solar,PJM,PJM
R30P_PV_227899,NREL Solar,PJM,PJM
R30P_PV_227955,NREL Solar,PJM,PJM
R30P_PV_228207,NREL Solar,PJM,PJM
R30P_PV_228213,NREL Solar,PJM,PJM
R30P_PV_228312,NREL Solar,PJM,PJM
R30P_PV_228402,NREL Solar,PJM,PJM
R30P_PV_228601,NREL Solar,PJM,PJM
R30P_PV_230917,NREL Solar,PJM,PJM
R30P_PV_231002,NREL Solar,PJM,PJM
R30P_PV_232000,NREL Solar,PJM,PJM
R30P_PV_232001,NREL Solar,PJM,PJM
R30P_PV_232002,NREL Solar,PJM,PJM
R30P_PV_232003,NREL Solar,PJM,PJM
R30P_PV_232005,NREL Solar,PJM,PJM
R30P_PV_232007,NREL Solar,PJM,PJM
R30P_PV_234250,NREL Solar,PJM,PJM
R30P_PV_235101,NREL Solar,PJM,PJM
R30P_PV_235102,NREL Solar,PJM,PJM
R30P_PV_235103,NREL Solar,PJM,PJM
R30P_PV_235104,NREL Solar,PJM,PJM
R30P_PV_235105,NREL Solar,PJM,PJM
R30P_PV_235107,NREL Solar,PJM,PJM
R30P_PV_235108,NREL Solar,PJM,PJM
R30P_PV_235110,NREL Solar,PJM,PJM
R30P_PV_235111,NREL Solar,PJM,PJM
R30P_PV_235117,NREL Solar,PJM,PJM
R30P_PV_235219,NREL Solar,PJM,PJM
R30P_PV_235451,NREL Solar,PJM,PJM
R30P_PV_235489,NREL Solar,PJM,PJM
R30P_PV_235494,NREL Solar,PJM,PJM
R30P_PV_235506,NREL Solar,PJM,PJM
R30P_PV_235840,NREL Solar,PJM,PJM
R30P_PV_238530,NREL Solar,PJM,PJM
R30P_PV_238551,NREL Solar,PJM,PJM
R30P_PV_238563,NREL Solar,PJM,PJM
R30P_PV_238569,NREL Solar,PJM,PJM
R30P_PV_238607,NREL Solar,PJM,PJM
R30P_PV_238615,NREL Solar,PJM,PJM
R30P_PV_238654,NREL Solar,PJM,PJM
R30P_PV_238745,NREL Solar,PJM,PJM
R30P_PV_238781,NREL Solar,PJM,PJM
R30P_PV_238796,NREL Solar,PJM,PJM
R30P_PV_238812,NREL Solar,PJM,PJM
R30P_PV_238889,NREL Solar,PJM,PJM
R30P_PV_238941,NREL Solar,PJM,PJM
R30P_PV_238976,NREL Solar,PJM,PJM
R30P_PV_239015,NREL Solar,PJM,PJM
R30P_PV_239092,NREL Solar,PJM,PJM
R30P_PV_239122,NREL Solar,PJM,PJM
R30P_PV_239133,NREL Solar,PJM,PJM
R30P_PV_242500,NREL Solar,PJM,PJM
R30P_PV_242504,NREL Solar,PJM,PJM
R30P_PV_242506,NREL Solar,PJM,PJM
R30P_PV_242507,NREL Solar,PJM,PJM
R30P_PV_242508,NREL Solar,PJM,PJM
R30P_PV_242509,NREL Solar,PJM,PJM
R30P_PV_242512,NREL Solar,PJM,PJM
R30P_PV_242514,NREL Solar,PJM,PJM
R30P_PV_242515,NREL Solar,PJM,PJM
R30P_PV_242517,NREL Solar,PJM,PJM
R30P_PV_242521,NREL Solar,PJM,PJM
R30P_PV_242525,NREL Solar,PJM,PJM
R30P_PV_242527,NREL Solar,PJM,PJM
R30P_PV_242530,NREL Solar,PJM,PJM
R30P_PV_242908,NREL Solar,PJM,PJM
R30P_PV_242916,NREL Solar,PJM,PJM
R30P_PV_242917,NREL Solar,PJM,PJM
R30P_PV_242919,NREL Solar,PJM,PJM
R30P_PV_242921,NREL Solar,PJM,PJM
R30P_PV_242928,NREL Solar,PJM,PJM
R30P_PV_242929,NREL Solar,PJM,PJM
R30P_PV_242930,NREL Solar,PJM,PJM
R30P_PV_242932,NREL Solar,PJM,PJM
R30P_PV_242936,NREL Solar,PJM,PJM
R30P_PV_242941,NREL Solar,PJM,PJM
R30P_PV_242944,NREL Solar,PJM,PJM
R30P_PV_242945,NREL Solar,PJM,PJM
R30P_PV_242946,NREL Solar,PJM,PJM
R30P_PV_242948,NREL Solar,PJM,PJM
R30P_PV_242949,NREL Solar,PJM,PJM
R30P_PV_243201,NREL Solar,PJM,PJM
R30P_PV_243202,NREL Solar,PJM,PJM
R30P_PV_243206,NREL Solar,MISO,MISO
R30P_PV_243207,NREL Solar,MISO,MISO
R30P_PV_243209,NREL Solar,MISO,MISO
R30P_PV_243211,NREL Solar,PJM,PJM
R30P_PV_243218,NREL Solar,PJM,PJM
R30P_PV_243220,NREL Solar,MISO,MISO
R30P_PV_243223,NREL Solar,PJM,PJM
R30P_PV_243225,NREL Solar,PJM,PJM
R30P_PV_243226,NREL Solar,MISO,MISO
R30P_PV_243231,NREL Solar,PJM,PJM
R30P_PV_243234,NREL Solar,PJM,PJM
R30P_PV_243444,NREL Solar,PJM,PJM
R30P_PV_243450,NREL Solar,PJM,PJM
R30P_PV_243453,NREL Solar,PJM,PJM
R30P_PV_243454,NREL Solar,PJM,PJM
R30P_PV_243456,NREL Solar,PJM,PJM
R30P_PV_243457,NREL Solar,PJM,PJM
R30P_PV_243459,NREL Solar,PJM,PJM
R30P_PV_243460,NREL Solar,PJM,PJM
R30P_PV_243660,NREL Solar,PJM,PJM
R30P_PV_243783,NREL Solar,MISO,MISO
R30P_PV_243784,NREL Solar,PJM,PJM
R30P_PV_243831,NREL Solar,PJM,PJM
R30P_PV_248006,NREL Solar,PJM,PJM
R30P_PV_249502,NREL Solar,MISO,MISO
R30P_PV_249506,NREL Solar,MISO,MISO
R30P_PV_249510,NREL Solar,MISO,MISO
R30P_PV_249511,NREL Solar,MISO,MISO
R30P_PV_249513,NREL Solar,MISO,MISO
R30P_PV_249515,NREL Solar,MISO,MISO
R30P_PV_249517,NREL Solar,MISO,MISO
R30P_PV_249518,NREL Solar,MISO,MISO
R30P_PV_249520,NREL Solar,MISO,MISO
R30P_PV_249526,NREL Solar,MISO,MISO
R30P_PV_249529,NREL Solar,MISO,MISO
R30P_PV_249530,NREL Solar,MISO,MISO
R30P_PV_249531,NREL Solar,MISO,MISO
R30P_PV_249532,NREL Solar,PJM,PJM
R30P_PV_249564,NREL Solar,PJM,PJM
R30P_PV_249565,NREL Solar,PJM,PJM
R30P_PV_249567,NREL Solar,PJM,PJM
R30P_PV_249569,NREL Solar,PJM,PJM
R30P_PV_249570,NREL Solar,PJM,PJM
R30P_PV_249571,NREL Solar,PJM,PJM
R30P_PV_249573,NREL Solar,PJM,PJM
R30P_PV_249575,NREL Solar,PJM,PJM
R30P_PV_249576,NREL Solar,PJM,PJM
R30P_PV_249577,NREL Solar,PJM,PJM
R30P_PV_249578,NREL Solar,PJM,PJM
R30P_PV_249609,NREL Solar,MISO,MISO
R30P_PV_249613,NREL Solar,MISO,MISO
R30P_PV_249616,NREL Solar,MISO,MISO
R30P_PV_249617,NREL Solar,MISO,MISO
R30P_PV_249618,NREL Solar,MISO,MISO
R30P_PV_249620,NREL Solar,MISO,MISO
R30P_PV_249622,NREL Solar,MISO,MISO
R30P_PV_249633,NREL Solar,MISO,MISO
R30P_PV_249635,NREL Solar,MISO,MISO
R30P_PV_249638,NREL Solar,MISO,MISO
R30P_PV_253006,NREL Solar,PJM,PJM
R30P_PV_253014,NREL Solar,PJM,PJM
R30P_PV_253027,NREL Solar,PJM,PJM
R30P_PV_253047,NREL Solar,PJM,PJM
R30P_PV_253069,NREL Solar,PJM,PJM
R30P_PV_253079,NREL Solar,PJM,PJM
R30P_PV_253620,NREL Solar,MISO,MISO
R30P_PV_253963,NREL Solar,PJM,PJM
R30P_PV_253990,NREL Solar,PJM,PJM
R30P_PV_253999,NREL Solar,PJM,PJM
R30P_PV_254062,NREL Solar,PJM,PJM
R30P_PV_254521,NREL Solar,MISO,MISO
R30P_PV_254523,NREL Solar,MISO,MISO
R30P_PV_254524,NREL Solar,MISO,MISO
R30P_PV_254534,NREL Solar,MISO,MISO
R30P_PV_255100,NREL Solar,MISO,MISO
R30P_PV_255101,NREL Solar,MISO,MISO
R30P_PV_255104,NREL Solar,MISO,MISO
R30P_PV_255105,NREL Solar,MISO,MISO
R30P_PV_255107,NREL Solar,MISO,MISO
R30P_PV_255113,NREL Solar,MISO,MISO
R30P_PV_255114,NREL Solar,MISO,MISO
R30P_PV_256000,NREL Solar,MISO,MISO
R30P_PV_256001,NREL Solar,MISO,MISO
R30P_PV_256004,NREL Solar,MISO,MISO
R30P_PV_256006,NREL Solar,MISO,MISO
R30P_PV_256011,NREL Solar,MISO,MISO
R30P_PV_256016,NREL Solar,MISO,MISO
R30P_PV_256017,NREL Solar,MISO,MISO
